county,state,cases,population,num_physicians,yhat
Livingston,Louisiana,25,140789,26,112.35338791013342
Madison,Louisiana,1,10951,4,8.739190924034343
Morehouse,Louisiana,2,24874,9,19.850117344939296
Natchitoches,Louisiana,2,38158,22,30.451104673482096
Orleans,Louisiana,2270,390144,373,311.34534780992186
Ouachita,Louisiana,80,153279,130,122.32074200027942
Plaquemines,Louisiana,47,23197,4,18.51182648751937
Pointe Coupee,Louisiana,7,21730,7,17.341121247307665
Rapides,Louisiana,69,129648,107,103.46257190386306
Red River,Louisiana,1,8442,2,6.736941811770424
Richland,Louisiana,3,20122,14,16.057894235541873
Sabine,Louisiana,3,23884,3,19.060070863814833
St. Bernard,Louisiana,94,47244,10,37.701975711357726
St. Charles,Louisiana,82,53100,18,42.37522035122122
St. Helena,Louisiana,1,10132,2,8.085607016922287
St. James,Louisiana,86,21096,5,16.835172288688565
St. John the Baptist,Louisiana,118,42837,12,34.185071830230946
St. Landry,Louisiana,45,82124,58,65.53714870289438
St. Martin,Louisiana,41,53431,9,42.63936720501132
St. Mary,Louisiana,26,49348,26,39.381023990434365
St. Tammany,Louisiana,270,260419,208,207.8213278464158
Tangipahoa,Louisiana,33,134758,46,107.54048858926308
Tensas,Louisiana,0,4334,3,3.4586479284782063
Terrebonne,Louisiana,55,110461,46,88.15083267827208
Union,Louisiana,11,22108,2,17.642775358282464
Vermilion,Louisiana,10,59511,19,47.49136983656358
Vernon,Louisiana,6,47429,16,37.84961065985068
Washington,Louisiana,39,46194,22,36.86404762531663
Webster,Louisiana,17,38340,24,30.59634554172922
West Baton Rouge,Louisiana,14,26465,4,21.11977790197871
West Carroll,Louisiana,0,10830,3,8.642629687452464
West Feliciana,Louisiana,8,15568,11,12.42368042236934
Winn,Louisiana,1,13904,8,11.095763912681353
Androscoggin,Maine,12,108277,88,86.4079422593066
Aroostook,Maine,0,67055,72,53.51168362808171
Cumberland,Maine,192,295003,486,235.4202849203637
Franklin,Maine,2,30199,32,24.099609781290578
Hancock,Maine,1,54987,79,43.88109682584936
Kennebec,Maine,17,122302,155,97.60026740856982
Knox,Maine,5,39772,37,31.739119845739555
Lincoln,Maine,8,34634,38,27.63885841137845
Oxford,Maine,9,57975,34,46.26560075069774
Penobscot,Maine,13,152148,196,121.41817374760087
Piscataquis,Maine,0,16785,11,13.394878975428403
Sagadahoc,Maine,10,35856,23,28.614047098180567
Somerset,Maine,1,50484,31,40.28758237685597
Waldo,Maine,2,39715,29,31.69363232106875
Washington,Maine,0,31379,21,25.041281344651047
York,Maine,65,207641,156,165.70307210824717
Allegany,Maryland,0,70416,38,56.19385153016184
Anne Arundel,Maryland,158,579234,398,462.2442257046944
Baltimore,Maryland,289,827370,843,660.2633909979265
Calvert,Maryland,18,92525,48,73.83742491519291
Caroline,Maryland,4,33406,12,26.658881564084673
Carroll,Maryland,96,168447,79,134.42521172320454
Cecil,Maryland,16,102855,42,82.08104122834008
Charles,Maryland,56,163257,63,130.28345289791568
Dorchester,Maryland,1,31929,14,25.480196056386863
Frederick,Maryland,35,259547,157,207.1254485216274
Garrett,Maryland,3,29014,16,23.153948084187054
Harford,Maryland,34,255441,143,203.84875069183238
Howard,Maryland,142,325690,621,259.9093317549763
Kent,Maryland,3,19422,17,15.499275511514474
Montgomery,Maryland,447,1050688,838,838.4771284441416
Prince George's,Maryland,403,909327,492,725.6672692338029
Queen Anne's,Maryland,7,50381,18,40.20538562174908
St. Mary's,Maryland,19,113510,45,90.58401623478571
Somerset,Maryland,4,25616,9,20.442253192408337
Talbot,Maryland,3,37181,34,29.67143254008957
Washington,Maryland,15,151049,84,120.54114235087785
Wicomico,Maryland,7,103609,70,82.68275339679245
Worcester,Maryland,4,52276,45,41.71764631036611
Baltimore City,Maryland,0,593490,593,473.62089503288666
Barnstable,Massachusetts,255,212990,208,169.97171718656512
Berkshire,Massachusetts,183,124944,138,99.70865407839895
Bristol,Massachusetts,366,565217,299,451.05828476942
Dukes,Massachusetts,1,17332,11,13.831399606918383
Essex,Massachusetts,885,789034,599,629.6702375631918
Franklin,Massachusetts,72,70180,54,56.00551721748974
Hampden,Massachusetts,475,466372,322,372.1773308030083
Hampshire,Massachusetts,81,160830,225,128.34664197903783
Middlesex,Massachusetts,1582,1611699,1286,1286.1789127089057
Nantucket,Massachusetts,5,11399,7,9.096706907411876
Norfolk,Massachusetts,829,706775,889,564.025355249235
Plymouth,Massachusetts,561,521202,324,415.9331374293258
Suffolk,Massachusetts,1624,803907,642,641.5392893952768
Worcester,Massachusetts,563,830622,817,662.8585739844082
Alcona,Michigan,0,10405,6,8.303468319292971
Alger,Michigan,0,9108,7,7.268427626345064
Allegan,Michigan,5,118081,27,94.23179650268462
Alpena,Michigan,0,28405,21,22.667949794283217
Antrim,Michigan,4,23324,14,18.613175884592913
Arenac,Michigan,1,14883,5,11.8770320995711
Baraga,Michigan,0,8209,9,6.551001579344162
Barry,Michigan,2,61550,20,49.11854637698053
Bay,Michigan,10,103126,43,82.29730647721355
Benzie,Michigan,0,17766,9,14.17774321581537
Berrien,Michigan,38,153401,118,122.41810126360991
Branch,Michigan,2,43517,20,34.727730019286135
Calhoun,Michigan,23,134159,80,107.06247056684535
Cass,Michigan,6,51787,10,41.327411230295546
Charlevoix,Michigan,4,26143,23,20.86281328892611
Cheboygan,Michigan,2,25276,15,20.170924097880746
Chippewa,Michigan,1,37349,23,29.805501033856146
Clare,Michigan,1,30950,10,24.698927869497115
Clinton,Michigan,33,79595,25,63.51893905565825
Crawford,Michigan,1,14029,13,11.195517256257673
Delta,Michigan,3,35784,27,28.556589172280606
Dickinson,Michigan,0,25239,23,20.141397108182154
Eaton,Michigan,27,110268,36,87.99681351579024
Emmet,Michigan,7,33415,44,26.666063804822166
Genesee,Michigan,249,405813,352,323.8496289339009
Gladwin,Michigan,2,25449,4,20.308982725390372
Gogebic,Michigan,2,13975,14,11.152423811832703
Grand Traverse,Michigan,8,93088,121,74.28671397466066
Gratiot,Michigan,3,40711,20,32.48846696268488
Hillsdale,Michigan,19,45605,12,36.394009870385005
Houghton,Michigan,1,35684,23,28.47678649741955
Huron,Michigan,3,30981,17,24.72366669870404
Ingham,Michigan,121,292406,308,233.34780945422207
Ionia,Michigan,6,64697,19,51.62993655485799
Iosco,Michigan,1,25127,13,20.05201811233777
Iron,Michigan,0,11066,8,8.830964000124558
Isabella,Michigan,7,69872,33,55.75972497891769
Jackson,Michigan,56,158510,72,126.49521992226131
Kalamazoo,Michigan,30,265066,251,211.52975814720912
Kalkaska,Michigan,7,18038,5,14.394806491437446
Kent,Michigan,119,656955,585,524.2676626334564
Keweenaw,Michigan,0,2116,2,1.6886246000599643
Lake,Michigan,0,11853,9,9.459011051281076
Lapeer,Michigan,8,87607,28,69.91272936552613
Leelanau,Michigan,1,21761,8,17.365860076514593
Lenawee,Michigan,22,98451,27,78.56653142745914
Livingston,Michigan,101,191995,94,153.21714559948623
Luce,Michigan,0,6229,8,4.970908617095235
Mackinac,Michigan,1,10799,8,8.617890858245536
Macomb,Michigan,1088,873972,470,697.4530335366763
Manistee,Michigan,1,24558,13,19.597940892378357
Marquette,Michigan,5,66699,71,53.22758610557635
Mason,Michigan,0,29144,22,23.257691561506427
Mecosta,Michigan,3,43453,22,34.67665630737506
Menominee,Michigan,0,22780,8,18.179049333348765
Midland,Michigan,12,83156,77,66.36071230746049
Missaukee,Michigan,1,15118,2,12.064568385494583
Monroe,Michigan,58,150500,44,120.10302566589066
Montcalm,Michigan,10,63888,26,50.98433291523204
Montmorency,Michigan,0,9328,8,7.4439935110393884
Muskegon,Michigan,18,173566,106,138.51031064934205
Newaygo,Michigan,1,48980,19,39.087350146945674
Oakland,Michigan,1910,1257584,1004,1003.585670624674
Oceana,Michigan,2,26467,15,21.12137395547593
Ogemaw,Michigan,1,20997,8,16.75616764057612
Ontonagon,Michigan,0,5720,5,4.564713002052455
Osceola,Michigan,2,23460,7,18.72170752240395
Oscoda,Michigan,2,8241,2,6.5765384352997005
Otsego,Michigan,19,24668,19,19.68572383472552
Ottawa,Michigan,31,291830,191,232.8881460470224
Presque Isle,Michigan,0,12592,2,10.048752818504287
Roscommon,Michigan,1,24019,10,19.16780447487726
Saginaw,Michigan,71,190539,158,152.05521865350923
St. Clair,Michigan,41,159128,76,126.98840045290264
St. Joseph,Michigan,5,60964,18,48.65090270229474
Sanilac,Michigan,7,41170,12,32.85476124029713
Schoolcraft,Michigan,1,8094,7,6.4592285032539465
Shiawassee,Michigan,11,68122,32,54.36317816884919
Tuscola,Michigan,11,52245,17,41.69290748115918
Van Buren,Michigan,10,75677,38,60.39227025460204
Washtenaw,Michigan,401,367601,636,293.3554308159938
Wayne,Michigan,4470,1749343,1396,1396.0225064946587
Wexford,Michigan,2,33631,29,26.83843758252205
Aitkin,Minnesota,0,15886,13,12.6774529284275
Anoka,Minnesota,26,356921,180,284.83250514083295
Becker,Minnesota,0,34423,28,27.47047476742162
Beltrami,Minnesota,4,47188,37,37.65728621343553
Benton,Minnesota,1,40889,8,32.63051572393756
Big Stone,Minnesota,1,4991,7,3.9829515023153506
Blue Earth,Minnesota,9,67653,67,53.98890362375083
Brown,Minnesota,2,25008,30,19.957052929253113
Carlton,Minnesota,2,35871,23,28.626017499409723
Carver,Minnesota,10,105089,85,83.86383298473609
Cass,Minnesota,1,29779,12,23.76443854687414
Chippewa,Minnesota,0,11800,10,9.416715633604715
Chisago,Minnesota,3,56579,24,45.15155540963739
Clay,Minnesota,7,64222,14,51.25087384926797
Clearwater,Minnesota,2,8818,4,7.036999869247999
Cook,Minnesota,0,5463,4,4.359620127659539
Cottonwood,Minnesota,3,11196,8,8.934707477443931
Crow Wing,Minnesota,1,65055,68,51.91563013086057
Dakota,Minnesota,48,429021,279,342.370233715655
Dodge,Minnesota,10,20934,12,16.705891955413655
Douglas,Minnesota,1,38141,44,30.437538218755716
Faribault,Minnesota,2,13653,8,10.8954591987801
Fillmore,Minnesota,8,21067,7,16.81202951297886
Freeborn,Minnesota,2,30281,17,24.165047974676643
Goodhue,Minnesota,4,46340,37,36.980559530613775
Grant,Minnesota,0,5972,2,4.765815742702319
Hennepin,Minnesota,218,1265843,1010,1010.1765735414486
Houston,Minnesota,0,18600,13,14.843297524156586
Hubbard,Minnesota,0,21491,14,17.15039285438974
Isanti,Minnesota,2,40596,30,32.39669388659466
Itasca,Minnesota,1,45130,42,36.01494716479498
Jackson,Minnesota,1,9846,8,7.857371366819663
Kanabec,Minnesota,0,16337,14,13.037362992050868
Kandiyohi,Minnesota,2,43199,42,34.47395751322797
Kittson,Minnesota,0,4298,3,3.429918965528226
Koochiching,Minnesota,0,12229,4,9.75906910875865
Lac qui Parle,Minnesota,1,6623,7,5.285331156047799
Lake,Minnesota,0,10641,9,8.491802631965067
Lake of the Woods,Minnesota,0,3740,2,2.9846200398035285
Le Sueur,Minnesota,15,28887,4,23.05259868711351
Lincoln,Minnesota,1,5639,2,4.500072835414999
Lyon,Minnesota,2,25474,21,20.328933394105636
McLeod,Minnesota,0,35893,33,28.643574087879156
Mahnomen,Minnesota,1,5527,4,4.410693839570616
Marshall,Minnesota,0,9336,7,7.4503777250282734
Martin,Minnesota,29,19683,16,15.707560492901832
Meeker,Minnesota,1,23222,13,18.531777156234636
Mille Lacs,Minnesota,0,26277,20,20.969748873239926
Morrison,Minnesota,0,33386,18,26.64292102911246
Mower,Minnesota,14,40062,15,31.97054760283662
Murray,Minnesota,0,8194,7,6.539031178115003
Nicollet,Minnesota,3,34274,31,27.351568781878647
Nobles,Minnesota,0,21629,16,17.260520545698
Norman,Minnesota,0,6375,5,5.087420522392378
Olmsted,Minnesota,61,158293,352,126.32204811781281
Otter Tail,Minnesota,1,58746,30,46.880879373876496
Pennington,Minnesota,0,14119,9,11.267339663632626
Pine,Minnesota,0,29579,6,23.604833197152026
Pipestone,Minnesota,0,9126,5,7.282792107820054
Polk,Minnesota,0,31364,14,25.02931094342189
Pope,Minnesota,0,11249,13,8.977002895120291
Ramsey,Minnesota,66,550321,600,439.170878322117
Red Lake,Minnesota,0,4055,3,3.235998465615858
Redwood,Minnesota,0,15170,6,12.106065776422334
Renville,Minnesota,1,14548,4,11.60969313878656
Rice,Minnesota,4,66972,60,53.445447407947036
Rock,Minnesota,0,9315,10,7.433619163307451
Roseau,Minnesota,0,15165,8,12.102075642679281
St. Louis,Minnesota,13,199070,254,158.863184845906
Scott,Minnesota,10,149013,84,118.91635989070673
Sherburne,Minnesota,8,97238,38,77.59852498139452
Sibley,Minnesota,1,14865,2,11.86266761809611
Stearns,Minnesota,5,161075,156,128.54215853244742
Steele,Minnesota,6,36649,27,29.24688230982875
Stevens,Minnesota,0,9805,8,7.82465227012663
Swift,Minnesota,0,9266,5,7.394515852625533
Todd,Minnesota,0,24664,18,19.682531727731078
Traverse,Minnesota,2,3259,3,2.6007691737218446
Wabasha,Minnesota,6,21627,16,17.258924492200777
Wadena,Minnesota,0,13682,9,10.918601974489807
Waseca,Minnesota,3,18612,6,14.852873845139912
Washington,Minnesota,44,262440,277,209.43413990535777
Watonwan,Minnesota,2,10897,3,8.69609747960937
Wilkin,Minnesota,1,6207,5,4.953352028625803
Winona,Minnesota,10,50484,21,40.28758237685597
Wright,Minnesota,6,138377,60,110.42854739248472
Yellow Medicine,Minnesota,1,9709,8,7.748041702260015
Adams,Mississippi,11,30693,29,24.493834995104198
Alcorn,Mississippi,3,36953,13,29.48948244140636
Amite,Mississippi,4,12297,3,9.813334927664169
Attala,Mississippi,11,18174,9,14.503338129248483
Benton,Mississippi,4,8259,7,6.590902916774691
Bolivar,Mississippi,25,30628,16,24.44196325644451
Calhoun,Mississippi,3,14361,2,11.460462136796384
Carroll,Mississippi,2,9947,2,7.937972068429331
Chickasaw,Mississippi,15,17103,9,13.648651481486564
Choctaw,Mississippi,7,8210,3,6.551799606092772
Claiborne,Mississippi,1,8988,4,7.172664416511795
Clarke,Mississippi,5,15541,5,12.402133700156854
Clay,Mississippi,5,19316,10,15.414684676161754
Coahoma,Mississippi,22,22124,13,17.655543786260232
Copiah,Mississippi,9,28065,10,22.396620699755623
Covington,Mississippi,3,18636,8,14.872026487106567
DeSoto,Mississippi,94,184945,61,147.5910570217817
Forrest,Mississippi,27,74897,48,59.76980939068579
Franklin,Mississippi,3,7713,3,6.15518031203332
George,Mississippi,4,24500,8,19.551655340958945
Greene,Mississippi,0,13586,11,10.841991406623192
Grenada,Mississippi,3,20758,10,16.565439247658194
Hancock,Mississippi,20,47632,16,38.011610089818625
Harrison,Mississippi,49,208080,111,166.05340585088723
Hinds,Mississippi,109,231840,189,185.01452139787435
Holmes,Mississippi,16,17010,9,13.574434993865781
Humphreys,Mississippi,4,8064,3,6.435287700795629
Issaquena,Mississippi,0,1327,0,1.0589814954062253
Itawamba,Mississippi,4,23390,4,18.665845650001213
Jackson,Mississippi,52,143617,72,114.6102075552041
Jasper,Mississippi,1,16383,3,13.074072222486954
Jefferson,Mississippi,1,6990,4,5.5782069727878785
Jefferson Davis,Mississippi,0,11128,2,8.880441658538412
Jones,Mississippi,6,68098,34,54.34402552688253
Kemper,Mississippi,1,9742,8,7.774376584964164
Lafayette,Mississippi,15,54019,33,43.10860693319433
Lamar,Mississippi,6,63343,84,50.54940833723928
Lauderdale,Mississippi,39,74125,71,59.153732740758436
Lawrence,Mississippi,5,12586,3,10.043964658012623
Leake,Mississippi,5,22786,5,18.18383749384043
Lee,Mississippi,25,85436,83,68.18021329429259
Leflore,Mississippi,20,28183,22,22.490787856091668
Lincoln,Mississippi,13,34153,16,27.255007545296767
Lowndes,Mississippi,11,58595,32,46.7603773348363
Madison,Mississippi,53,106272,138,84.8078986283424
Marion,Mississippi,6,24573,8,19.609911293607514
Marshall,Mississippi,15,35294,4,28.165556065461427
Monroe,Mississippi,7,35252,17,28.132038942019783
Montgomery,Mississippi,8,9775,6,7.800711467668313
Neshoba,Mississippi,5,29118,17,23.23694286604255
Newton,Mississippi,2,21018,6,16.77292620229694
Noxubee,Mississippi,3,10417,8,8.3130446402763
Oktibbeha,Mississippi,18,49587,21,39.57175238335229
Panola,Mississippi,8,34192,8,27.28613058849258
Pearl River,Mississippi,32,55535,16,44.31841548408796
Perry,Mississippi,5,11973,2,9.554774261114344
Pike,Mississippi,20,39288,18,31.35287489941204
Pontotoc,Mississippi,6,32174,5,25.675712609796452
Prentiss,Mississippi,4,25126,9,20.05122008558916
Quitman,Mississippi,4,6792,5,5.420197676562985
Rankin,Mississippi,48,155271,98,123.91041128351168
Scott,Mississippi,12,28124,5,22.443704277923647
Sharkey,Mississippi,2,4321,2,3.448273580746269
Simpson,Mississippi,3,26658,11,21.273797064460553
Smith,Mississippi,1,15916,13,12.701393730885819
Stone,Mississippi,0,18336,5,14.632618462523395
Sunflower,Mississippi,12,25110,7,20.03845165761139
Tallahatchie,Mississippi,2,13809,3,11.01995137156335
Tate,Mississippi,11,28321,6,22.60091554739993
Tippah,Mississippi,28,22015,4,17.56855887066168
Tishomingo,Mississippi,1,19383,6,15.468152468318662
Tunica,Mississippi,13,9632,8,7.686593642617002
Union,Mississippi,3,28815,14,22.99514076121355
Walthall,Mississippi,7,14286,6,11.400610130650591
Warren,Mississippi,2,45381,26,36.215251878696236
Washington,Mississippi,22,43909,20,35.04055650474148
Wayne,Mississippi,0,20183,6,16.106573867207118
Webster,Mississippi,7,9689,3,7.732081167287804
Wilkinson,Mississippi,16,8630,3,6.886970840509211
Winston,Mississippi,9,17955,7,14.328570271302768
Yalobusha,Mississippi,6,12108,10,9.662507872176771
Yazoo,Mississippi,9,29690,7,23.6934141662478
Adair,Missouri,3,25343,26,20.22439189003765
Andrew,Missouri,0,17712,2,14.1346497713904
Atchison,Missouri,1,5143,2,4.104251568104157
Audrain,Missouri,0,25388,13,20.260303093725128
Barry,Missouri,1,35789,23,28.56057930602366
Barton,Missouri,0,11754,4,9.380006403168629
Bates,Missouri,2,16172,4,12.905688578530123
Benton,Missouri,3,19443,5,15.516034073235295
Bollinger,Missouri,1,12133,10,9.682458540892036
Boone,Missouri,65,180463,201,144.01430113450914
Buchanan,Missouri,5,87364,57,69.71880886561377
Butler,Missouri,1,42478,42,33.898580227479755
Caldwell,Missouri,1,9020,7,7.198201272467333
Callaway,Missouri,17,44743,17,35.706110813082695
Camden,Missouri,17,46305,35,36.9526285944124
Cape Girardeau,Missouri,15,78871,73,62.9411676896642
Carroll,Missouri,0,8679,3,6.92607415119113
Carter,Missouri,4,5982,5,4.773796010188424
Cass,Missouri,17,105780,24,84.415269468026
Cedar,Missouri,3,14349,4,11.450885815813056
Chariton,Missouri,4,7426,6,5.926146635182087
Christian,Missouri,11,88595,38,70.70117979315337
Clark,Missouri,0,6797,2,5.424187810306038
Clay,Missouri,21,249948,169,199.46518976171453
Clinton,Missouri,5,20387,11,16.26937132392367
Cole,Missouri,24,76745,54,61.24456282211813
Cooper,Missouri,2,17709,7,14.132255691144568
Crawford,Missouri,1,23920,19,19.088799826764813
Dade,Missouri,0,7561,5,6.033880246244513
Dallas,Missouri,0,16878,13,13.469095463049186
Daviess,Missouri,0,8278,7,6.606065424998291
DeKalb,Missouri,1,12547,3,10.01284161481681
Dent,Missouri,0,15573,3,12.427670556112393
Douglas,Missouri,0,13185,2,10.521982680430353
Dunklin,Missouri,5,29131,13,23.24731721377449
Franklin,Missouri,16,103967,69,82.96844697279504
Gasconade,Missouri,1,14706,7,11.73578136506703
Gentry,Missouri,0,6571,2,5.2438337651200495
Greene,Missouri,51,293086,284,233.89046764327725
Grundy,Missouri,0,9850,3,7.860563473814106
Harrison,Missouri,1,8352,3,6.665119404395473
Henry,Missouri,1,21824,15,17.41613576167706
Hickory,Missouri,0,9544,2,7.616367288739272
Holt,Missouri,0,4403,4,3.513711774132336
Howard,Missouri,0,10001,4,7.981065512854301
Howell,Missouri,0,40117,41,32.0144390740102
Iron,Missouri,0,10125,8,8.080020829682013
Jackson,Missouri,86,703011,536,561.0215825674649
Jasper,Missouri,5,121328,97,96.82298935542313
Jefferson,Missouri,38,225081,54,179.62065860401552
Johnson,Missouri,14,54062,23,43.14292208338459
Knox,Missouri,0,3959,3,3.159387897749243
Laclede,Missouri,0,35723,19,28.507909540615362
Lafayette,Missouri,20,32708,8,26.101858893554496
Lawrence,Missouri,0,38355,21,30.608315942958377
Lewis,Missouri,0,9776,2,7.801509494416924
Lincoln,Missouri,10,59013,4,47.09395251575552
Linn,Missouri,0,11920,5,9.512478843437984
Livingston,Missouri,1,15227,12,12.151553301093136
McDonald,Missouri,2,22837,3,18.224536858019565
Macon,Missouri,3,15117,5,12.063770358745973
Madison,Missouri,0,12088,5,9.64654733720456
Maries,Missouri,2,8697,7,6.94043863266612
Marion,Missouri,1,28530,26,22.767703137859538
Mercer,Missouri,0,3617,3,2.8864627497244286
Miller,Missouri,0,25619,7,20.44464727265417
Mississippi,Missouri,0,13180,2,10.517992546687301
Moniteau,Missouri,2,16132,2,12.8737675085857
Monroe,Missouri,0,8644,3,6.8981432149897595
Montgomery,Missouri,2,11551,2,9.218006973200684
Morgan,Missouri,1,20627,4,16.46089774359021
New Madrid,Missouri,0,17076,14,13.627104759274077
Newton,Missouri,5,58236,46,46.4738857320851
Nodaway,Missouri,0,22092,12,17.630006930304692
Oregon,Missouri,0,10529,8,8.402423636120682
Osage,Missouri,2,13615,2,10.865134182332898
Ozark,Missouri,0,9174,2,7.321097391753361
Pemiscot,Missouri,2,15805,4,12.612812761790044
Perry,Missouri,18,19136,9,15.27103986141185
Pettis,Missouri,1,42339,22,33.787654509422886
Phelps,Missouri,0,44573,43,35.570446265818894
Pike,Missouri,1,18302,6,14.605485553070636
Platte,Missouri,12,104418,82,83.32835703641841
Polk,Missouri,0,32149,25,25.655761941081188
Pulaski,Missouri,8,52607,21,41.98179316415621
Putnam,Missouri,0,4696,3,3.7475336114752325
Ralls,Missouri,1,10309,2,8.226857751426357
Randolph,Missouri,2,24748,11,19.749565974614363
Ray,Missouri,1,23018,8,18.36897969951808
Reynolds,Missouri,2,6270,3,5.003627713788268
Ripley,Missouri,2,13288,6,10.604179435537242
St. Charles,Missouri,95,402022,173,320.8243095299182
St. Clair,Missouri,0,9397,4,7.499057356693518
St. Genevieve,Missouri,0,17894,14,14.279890639637523
St. Francois,Missouri,5,67215,48,53.6393679078594
St. Louis,Missouri,492,994205,793,793.4021836023709
Saline,Missouri,0,22761,13,18.163886825125164
Schuyler,Missouri,0,4660,3,3.718804648525252
Scotland,Missouri,0,4902,6,3.91192712168901
Scott,Missouri,6,38280,19,30.548463936812585
Shannon,Missouri,0,8166,7,6.516686429153907
Shelby,Missouri,1,5930,5,4.732298619260675
Stoddard,Missouri,3,29025,11,23.16272637842177
Stone,Missouri,2,31952,11,25.498550671604903
Sullivan,Missouri,0,6089,2,4.859184872289755
Taney,Missouri,2,55928,43,44.63203999629191
Texas,Missouri,0,25398,9,20.268283361211235
Vernon,Missouri,0,20563,8,16.409824031679133
Warren,Missouri,6,35649,6,28.448855561218178
Washington,Missouri,0,24730,8,19.735201493139375
Wayne,Missouri,0,12873,4,10.272998334863857
Webster,Missouri,2,39592,10,31.595475030989654
Worth,Missouri,0,2013,2,1.6064278449530756
Wright,Missouri,4,18289,3,14.595111205338698
St. Louis City,Missouri,0,300576,272,239.86768799037043
Beaverhead,Montana,0,9453,13,7.54374685461571
Big Horn,Montana,0,13319,9,10.62891826474417
Blaine,Montana,0,6681,4,5.331616707467212
Broadwater,Montana,3,6237,2,4.97729283108412
Carbon,Montana,1,10725,5,8.558836878848354
Carter,Montana,0,1252,0,0.9991294892604325
Cascade,Montana,9,81366,56,64.93224442744757
Chouteau,Montana,0,5635,4,4.496880728420557
Custer,Montana,0,11402,11,9.099100987657708
Daniels,Montana,0,1690,0,1.3486652051518617
Dawson,Montana,0,8613,4,6.873404385782832
Deer Lodge,Montana,3,9140,12,7.293964482300602
Fallon,Montana,0,2846,2,2.2711841265456796
Fergus,Montana,0,11050,8,8.818195572146788
Flathead,Montana,17,103806,90,82.83996466626874
Gallatin,Montana,79,114434,88,91.32139295050186
Garfield,Montana,0,1258,0,1.0039176497520959
Glacier,Montana,0,13753,11,10.975261873641157
Golden Valley,Montana,0,821,1,0.6551799606092772
Granite,Montana,0,3379,3,2.696532383555113
Hill,Montana,1,16484,10,13.154672924096621
Jefferson,Montana,2,12221,9,9.752684894769764
Judith Basin,Montana,0,2007,0,1.6016396844614122
Lake,Montana,4,30458,21,24.306298709180716
Lewis and Clark,Montana,14,69432,63,55.40859320952904
Liberty,Montana,1,2337,2,1.8649885115029001
Lincoln,Montana,6,19980,15,15.94457443723917
McCone,Montana,0,1664,0,1.327916509687987
Madison,Montana,6,8600,7,6.863030038050894
Meagher,Montana,1,1862,2,1.4859258059128797
Mineral,Montana,0,4397,2,3.5089236136406723
Missoula,Montana,15,119600,120,95.44399913382406
Musselshell,Montana,1,4633,4,3.6972579263127665
Park,Montana,5,16606,22,13.25203218742711
Petroleum,Montana,0,487,0,0.38863902657334715
Phillips,Montana,0,3954,3,3.15539776400619
Pondera,Montana,0,5911,3,4.717136111037074
Powder River,Montana,0,1682,0,1.3422809911629772
Powell,Montana,0,6890,4,5.498404297926821
Prairie,Montana,0,1077,0,0.8594748082535829
Ravalli,Montana,1,43806,26,34.95835974963459
Richland,Montana,0,10803,5,8.621082965239978
Roosevelt,Montana,1,11004,4,8.781486341710703
Rosebud,Montana,0,8937,5,7.1319650523326565
Sanders,Montana,0,12113,9,9.666498005919824
Sheridan,Montana,0,3309,2,2.6406705111523734
Silver Bow,Montana,11,34915,25,27.86310392773802
Stillwater,Montana,0,9642,2,7.694573910103108
Sweet Grass,Montana,0,3737,2,2.982225959557697
Teton,Montana,0,6147,5,4.905470423709168
Toole,Montana,6,4736,2,3.7794546814196552
Treasure,Montana,0,696,0,0.5554266170329561
Valley,Montana,0,7396,5,5.902205832723769
Wheatland,Montana,0,2126,2,1.6966048675460699
Wibaux,Montana,0,969,0,0.7732879194036415
Yellowstone,Montana,32,161300,156,128.7217145508848
Adams,Nebraska,4,31363,28,25.02851291667328
Antelope,Nebraska,1,6298,3,5.0259724627493645
Arthur,Nebraska,0,463,0,0.3694863846066935
Banner,Nebraska,0,745,0,0.594529927714874
Blaine,Nebraska,0,465,0,0.3710824381039146
Boone,Nebraska,0,5192,8,4.143354878786075
Box Butte,Nebraska,0,10783,5,8.605122430267766
Boyd,Nebraska,0,1919,3,1.5314133305836821
Brown,Nebraska,0,2955,3,2.358169042144232
Buffalo,Nebraska,7,49659,45,39.62921030925225
Burt,Nebraska,0,6459,3,5.154454769275666
Butler,Nebraska,0,8016,8,6.396982416862322
Cass,Nebraska,2,26248,8,20.946606097530218
Cedar,Nebraska,0,8402,7,6.705020741826002
Chase,Nebraska,0,3924,3,3.1314569615478733
Cherry,Nebraska,0,5689,4,4.539974172845528
Cheyenne,Nebraska,0,8910,6,7.11041833012017
Clay,Nebraska,0,6203,2,4.95015992163136
Colfax,Nebraska,0,10709,9,8.546068450870585
Cuming,Nebraska,1,8846,4,7.059344618209094
Custer,Nebraska,0,10777,6,8.600334269776104
Dakota,Nebraska,0,20026,2,15.981283667675257
Dawes,Nebraska,0,8589,7,6.854251743816178
Dawson,Nebraska,1,23595,14,18.82944113346638
Deuel,Nebraska,0,1794,0,1.431659987007361
Dixon,Nebraska,0,5636,2,4.497678755169168
Dodge,Nebraska,4,36565,25,29.17984806294546
Douglas,Nebraska,140,571327,615,455.9342282034306
Dundy,Nebraska,0,1693,1,1.3510592853976935
Fillmore,Nebraska,0,5462,4,4.3588221009109285
Franklin,Nebraska,0,2979,2,2.3773216841108855
Frontier,Nebraska,0,2627,2,2.096416268599965
Furnas,Nebraska,0,4676,3,3.7315730765030213
Gage,Nebraska,0,21513,17,17.16794944285917
