county,state,cases,population,num_physicians,yhat
Garden,Nebraska,0,1837,0,1.4659751371976155
Garfield,Nebraska,0,1969,2,1.5713146680142105
Gosper,Nebraska,1,1990,2,1.5880732297350326
Grant,Nebraska,0,623,0,0.49717066438438456
Greeley,Nebraska,0,2356,2,1.8801510197265008
Hall,Nebraska,15,61353,39,48.96133510750425
Hamilton,Nebraska,0,9324,9,7.440801404044946
Harlan,Nebraska,0,3380,3,2.6973304103037234
Hayes,Nebraska,0,922,0,0.7357806622189447
Hitchcock,Nebraska,0,2762,2,2.204149879662392
Holt,Nebraska,0,10067,11,8.033735278262599
Hooker,Nebraska,0,682,2,0.5442542425524082
Howard,Nebraska,0,6445,3,5.143282394795118
Jefferson,Nebraska,0,7046,5,5.62289647071007
Johnson,Nebraska,0,5071,2,4.046793642204196
Kearney,Nebraska,1,6495,3,5.183183732225646
Keith,Nebraska,0,8034,6,6.411346898337312
Keya Paha,Nebraska,0,806,0,0.6432095593801187
Kimball,Nebraska,1,3632,3,2.8984331509535872
Knox,Nebraska,2,8332,4,6.649158869423262
Lancaster,Nebraska,9,319090,212,254.6423552141465
Lincoln,Nebraska,9,34914,19,27.86230590098941
Logan,Nebraska,0,748,0,0.5969240079607057
Loup,Nebraska,0,664,0,0.5298897610774179
McPherson,Nebraska,0,494,0,0.39422521381362113
Madison,Nebraska,4,35099,24,28.009940849482366
Merrick,Nebraska,0,7755,2,6.188697435474963
Morrill,Nebraska,0,4642,4,3.704440167050262
Nance,Nebraska,0,3519,3,2.808256128360593
Nemaha,Nebraska,1,6972,5,5.563842491312887
Nuckolls,Nebraska,0,4148,5,3.3102149532366405
Otoe,Nebraska,0,16012,10,12.778004298752432
Pawnee,Nebraska,0,2613,2,2.085243894119417
Perkins,Nebraska,0,2891,3,2.3070953302331554
Phelps,Nebraska,0,9034,7,7.209373646947881
Pierce,Nebraska,0,7148,6,5.704295199068348
Platte,Nebraska,2,33470,24,26.70995527599575
Polk,Nebraska,0,5213,2,4.160113440506897
Red Willow,Nebraska,0,10724,7,8.558038852099743
Richardson,Nebraska,0,7865,3,6.276480377822126
Rock,Nebraska,0,1357,0,1.0829222978645423
Saline,Nebraska,0,14224,7,11.351132472236735
Sarpy,Nebraska,17,187196,95,149.3874152329041
Saunders,Nebraska,2,21578,8,17.21982118151886
Scotts Bluff,Nebraska,3,35618,29,28.42411673201125
Seward,Nebraska,0,17284,10,13.793094322985077
Sheridan,Nebraska,0,5246,3,4.186448323211046
Sherman,Nebraska,0,3001,2,2.3948782725803177
Sioux,Nebraska,0,1166,1,0.9304991888799236
Stanton,Nebraska,0,5920,5,4.724318351774569
Thayer,Nebraska,0,5003,5,3.992527823298677
Thomas,Nebraska,0,722,0,0.5761753124968308
Thurston,Nebraska,0,7224,4,5.764945231962751
Valley,Nebraska,0,4158,6,3.3181952207227465
Washington,Nebraska,19,20729,10,16.542296471948486
Wayne,Nebraska,0,9385,5,7.489481035710191
Webster,Nebraska,0,3487,4,2.7827192724050547
Wheeler,Nebraska,0,783,0,0.6248549441620757
York,Nebraska,1,13679,11,10.916207894243975
Churchill,Nevada,0,24909,13,19.878048281140668
Clark,Nevada,961,2266715,1809,1808.8992014768062
Douglas,Nevada,6,48905,28,39.027498140799885
Elko,Nevada,5,52778,19,42.118255738168614
Esmeralda,Nevada,0,873,1,0.6966773515370268
Eureka,Nevada,0,2029,2,1.6191962729308447
Humboldt,Nevada,3,16831,8,13.43158820586449
Lander,Nevada,0,5532,4,4.414683973313668
Lincoln,Nevada,0,5183,2,4.1361726380485795
Lyon,Nevada,1,57510,9,45.89451831259383
Mineral,Nevada,0,4505,2,3.595110502490614
Nye,Nevada,4,46523,13,37.12659842560951
Pershing,Nevada,0,6725,5,5.366729884406078
Storey,Nevada,0,4123,3,3.2902642845213763
Washoe,Nevada,163,471519,340,376.28477447810695
White Pine,Nevada,0,9580,6,7.645096251689252
Carson City,Nevada,5,55916,42,44.62246367530858
Belknap,New Hampshire,13,61303,39,48.92143377007372
Carroll,New Hampshire,14,48910,44,39.03148827454294
Cheshire,New Hampshire,7,76085,52,60.717865168035154
Coos,New Hampshire,0,31563,36,25.188118266395392
Grafton,New Hampshire,36,89886,176,71.73143232560962
Hillsborough,New Hampshire,129,417025,361,332.79710483932257
Merrimack,New Hampshire,28,151391,165,120.81406749890267
Rockingham,New Hampshire,154,309769,232,247.2039478903474
Strafford,New Hampshire,30,130633,82,104.24862825124447
Sullivan,New Hampshire,4,43146,32,34.431662095551616
Atlantic,New Jersey,40,263670,227,210.41571280614875
Bergen,New Jersey,3494,932202,744,743.9221311082697
Burlington,New Jersey,255,445349,377,355.40041446696836
Camden,New Jersey,289,506471,526,404.17740539554353
Cape May,New Jersey,22,92039,55,73.44958391536817
Cumberland,New Jersey,27,149527,66,119.32654563949256
Essex,New Jersey,2262,798975,675,637.6034214711294
Gloucester,New Jersey,149,291636,158,232.73332885779195
Hudson,New Jersey,1910,672391,354,536.5860035250092
Hunterdon,New Jersey,117,124371,151,99.25138475144509
Mercer,New Jersey,333,367430,378,293.21896824198143
Middlesex,New Jersey,1493,825062,778,658.4215452621333
Monmouth,New Jersey,1301,618795,729,493.8149619064771
Morris,New Jersey,942,491845,513,392.50546617036537
Ocean,New Jersey,1209,607186,263,484.550669381857
Passaic,New Jersey,1494,501826,291,400.4705711482475
Salem,New Jersey,19,62385,21,49.78489871207035
Somerset,New Jersey,472,328934,389,262.49813052746896
Sussex,New Jersey,158,140488,70,112.11318185880164
Union,New Jersey,1661,556341,374,443.97499934875265
Warren,New Jersey,96,105267,63,84.00588174598877
Bernalillo,New Mexico,148,679121,698,541.9567235431583
Catron,New Mexico,1,3527,3,2.8146403423494775
Chaves,New Mexico,10,64615,44,51.56449836147193
Cibola,New Mexico,4,26675,14,21.287363519186933
Colfax,New Mexico,0,11941,5,9.529237405158806
Curry,New Mexico,5,48954,24,39.0666014514818
De Baca,New Mexico,0,1748,1,1.3949507565712749
Doña Ana,New Mexico,21,218195,174,174.12544641308313
Eddy,New Mexico,4,58460,19,46.65264372377387
Grant,New Mexico,1,26998,23,21.545126158988143
Guadalupe,New Mexico,0,4300,2,3.431515019025447
Harding,New Mexico,0,625,0,0.4987667178816057
Hidalgo,New Mexico,0,4198,3,3.3501162906671693
Lea,New Mexico,2,71070,24,56.715761023753146
Lincoln,New Mexico,0,19572,13,15.61897952380606
Los Alamos,New Mexico,0,19369,15,15.456980093838114
Luna,New Mexico,0,23709,9,18.920416182807983
McKinley,New Mexico,20,71367,57,56.95277496809049
Mora,New Mexico,0,4521,4,3.607878930468383
Otero,New Mexico,1,67490,28,53.85882526372731
Quay,New Mexico,0,8253,3,6.586114756283027
Rio Arriba,New Mexico,4,38921,16,31.05999908267196
Roosevelt,New Mexico,1,18500,7,14.763494849295528
Sandoval,New Mexico,32,146748,87,117.1088293051038
San Juan,New Mexico,37,123958,71,98.92179970426892
San Miguel,New Mexico,1,27277,16,21.767775621850493
Santa Fe,New Mexico,48,150358,167,119.98970586758796
Sierra,New Mexico,0,10791,4,8.611506644256652
Socorro,New Mexico,3,16637,7,13.276771016634038
Taos,New Mexico,12,32723,29,26.113829294783653
Torrance,New Mexico,3,15461,12,12.33829156026801
Union,New Mexico,0,4059,3,3.2391905726103
Valencia,New Mexico,5,76688,24,61.19907529744732
Albany,New York,240,305506,311,243.80195986102052
Allegany,New York,10,46091,20,36.781850870209745
Bronx,New York,0,1418207,832,1131.7671210667495
Broome,New York,42,190488,159,152.01451928933008
Cattaraugus,New York,7,76117,36,60.74340202399069
Cayuga,New York,3,76576,21,61.10969630160294
Chautauqua,New York,10,126903,69,101.27198847892706
Chemung,New York,22,83456,65,66.60012033204366
Chenango,New York,26,47207,18,37.67244872165914
Clinton,New York,25,80485,56,64.22918286192166
Columbia,New York,41,59461,30,47.45146849913305
Cortland,New York,10,47581,20,37.97091072563949
Delaware,New York,20,44135,14,35.22091054992747
Dutchess,New York,547,294218,202,234.79383392270444
Erie,New York,553,918702,740,733.148770002027
Essex,New York,6,36885,16,29.435216622500842
Franklin,New York,9,50022,30,39.91889401899789
Fulton,New York,2,53383,21,42.60106192107801
Genesee,New York,13,57280,18,45.7109721604134
Greene,New York,18,47188,17,37.65728621343553
Hamilton,New York,2,4416,4,3.5240861218642734
Herkimer,New York,16,61319,20,48.93420219805149
Jefferson,New York,12,109834,58,87.65046990689325
Kings,New York,0,2559903,2043,2042.8710678484417
Lewis,New York,2,26296,17,20.984911381463526
Livingston,New York,14,62914,27,50.20705486208534
Madison,New York,67,70941,40,56.61281557318238
Monroe,New York,349,741770,771,591.9523013168618
Montgomery,New York,7,49221,26,39.279674593360824
Nassau,New York,9555,1356924,1083,1082.8616478316478
New York,New York,0,1628706,1300,1299.7509536225257
Niagara,New York,46,209281,93,167.01183597596852
Oneida,New York,50,228671,166,182.48557463152744
Onondaga,New York,249,460528,439,367.5136624841282
Ontario,New York,24,109777,88,87.60498238222245
Orange,New York,1756,384940,272,307.19241661015246
Orleans,New York,6,40352,3,32.201975359933684
Oswego,New York,17,117124,48,93.4680849042643
Otsego,New York,19,59493,69,47.477005355088586
Putnam,New York,207,98320,49,78.46198992339116
Queens,New York,0,2253858,1799,1798.6389715699202
Rensselaer,New York,60,158714,78,126.65801737897786
Richmond,New York,0,476143,466,379.9748501636822
Rockland,New York,3321,325789,292,259.9883364030887
St. Lawrence,New York,34,107740,59,85.97940189530271
Saratoga,New York,122,229863,153,183.43682251587126
Schenectady,New York,93,155299,128,123.93275603247277
Schoharie,New York,8,30999,8,24.738031180179032
Schuyler,New York,2,17807,11,14.210462312508405
Seneca,New York,2,34016,8,27.145677880737118
Steuben,New York,38,95379,58,76.11499325572747
Suffolk,New York,7605,1476601,1178,1178.367095025115
Sullivan,New York,121,75432,27,60.19675370119245
Tioga,New York,7,48203,14,38.467283363275264
Tompkins,New York,68,102180,88,81.54237317302795
Ulster,New York,222,177573,129,141.7080038310246
Warren,New York,18,63944,78,51.02902241315423
Washington,New York,10,61204,20,48.842429121961274
Wayne,New York,24,89918,26,71.75696918156515
Westchester,New York,10683,967506,772,772.0956674412173
Wyoming,New York,10,39859,15,31.808548172868676
Yates,New York,0,24913,11,19.881240388135108
Alamance,North Carolina,7,169509,75,135.27271613022896
Alexander,North Carolina,2,37497,9,29.92360899265051
Alleghany,North Carolina,2,11137,12,8.887623899275908
Anson,North Carolina,1,24446,12,19.508561896533973
Ashe,North Carolina,0,27203,12,21.708721642453312
Avery,North Carolina,0,17557,5,14.010955625355763
Beaufort,North Carolina,5,46994,24,37.502469024205084
Bertie,North Carolina,6,18947,3,15.120212805924453
Bladen,North Carolina,0,32722,7,26.113031268035044
Brunswick,North Carolina,14,142820,63,113.97418023656148
Buncombe,North Carolina,22,261191,370,208.43740449634316
Burke,North Carolina,5,90485,48,72.20945034802735
Cabarrus,North Carolina,47,216453,180,172.7352838170035
Caldwell,North Carolina,3,82178,39,65.58024214731935
Camden,North Carolina,0,10867,2,8.672156677151055
Carteret,North Carolina,12,69473,52,55.441312306222066
Caswell,North Carolina,1,22604,4,18.038596625593303
Catawba,North Carolina,15,159551,105,127.32596576756491
Chatham,North Carolina,17,74470,68,59.42905196902908
Cherokee,North Carolina,8,28612,10,22.833141331245603
Chowan,North Carolina,0,13943,12,11.126886955877165
Clay,North Carolina,1,11231,6,8.962638413645301
Cleveland,North Carolina,6,97947,51,78.16432594615941
Columbus,North Carolina,2,55508,21,44.29686876187547
Craven,North Carolina,6,102139,71,81.50965407633493
Cumberland,North Carolina,19,335509,250,267.74515639958344
Currituck,North Carolina,1,27763,7,22.15561662167523
Dare,North Carolina,0,37009,23,29.53417193932855
Davidson,North Carolina,28,167609,42,133.75646530786887
Davie,North Carolina,11,42846,17,34.192254070968445
Duplin,North Carolina,1,58741,14,46.87688924013344
Durham,North Carolina,126,321488,384,256.55602335731464
Edgecombe,North Carolina,3,51472,18,41.07603280448321
Forsyth,North Carolina,42,382295,422,305.08163586007754
Franklin,North Carolina,11,69685,6,55.61049397692751
Gaston,North Carolina,31,224529,134,179.18014783878246
Gates,North Carolina,0,11562,9,9.2267852674354
Graham,North Carolina,0,8441,2,6.736143785021814
Granville,North Carolina,9,60443,27,48.23513076626863
Greene,North Carolina,3,21069,3,16.81362556647608
Guilford,North Carolina,55,537174,419,428.67922065813383
Halifax,North Carolina,4,50010,27,39.90931769801456
Harnett,North Carolina,18,135976,37,108.51248516907074
Haywood,North Carolina,0,62317,46,49.73063289316484
Henderson,North Carolina,18,117417,104,93.70190674160719
Hertford,North Carolina,4,23677,16,18.894879326852443
Hoke,North Carolina,4,55234,12,44.078209432756175
Hyde,North Carolina,0,4937,4,3.9398580578903797
Iredell,North Carolina,25,181806,133,145.08605105789312
Jackson,North Carolina,1,43938,40,35.06369928045119
Johnston,North Carolina,17,209339,55,167.05812152738793
Jones,North Carolina,0,9419,4,7.51661394516295
Lee,North Carolina,3,61779,30,49.30129450241235
Lenoir,North Carolina,3,55949,26,44.64879855801273
Lincoln,North Carolina,5,86111,39,68.71888134960471
McDowell,North Carolina,7,45756,13,36.5145119094252
Macon,North Carolina,0,35858,25,28.615643151677787
Madison,North Carolina,0,21755,13,17.36107191602293
Martin,North Carolina,2,22440,10,17.90772023882117
Mecklenburg,North Carolina,444,1110356,940,886.0937884802371
Mitchell,North Carolina,0,14964,9,11.941672266208556
Montgomery,North Carolina,7,27173,7,21.684780839994996
Moore,North Carolina,8,100880,109,80.50493839983422
Nash,North Carolina,9,94298,53,75.25232634047944
New Hanover,North Carolina,32,234473,213,187.11572582696598
Northampton,North Carolina,30,19483,16,15.547955143179719
Onslow,North Carolina,7,197938,64,157.95981856647882
Orange,North Carolina,37,148476,272,118.48781952670286
Pamlico,North Carolina,1,12726,6,10.155688402818102
Pasquotank,North Carolina,4,39824,27,31.780617236667304
Pender,North Carolina,0,63060,17,50.32356676738249
Perquimans,North Carolina,1,13463,11,10.743834116544091
Person,North Carolina,2,39490,15,31.514076302631373
Pitt,North Carolina,27,180742,190,144.23695059737148
Polk,North Carolina,4,20724,11,16.538306338205434
Randolph,North Carolina,17,143667,66,114.65010889263463
Richmond,North Carolina,1,44829,13,35.7747411134632
Robeson,North Carolina,3,130625,51,104.24224403725559
Rockingham,North Carolina,2,91010,34,72.6284143910479
Rowan,North Carolina,24,142088,58,113.39002465657855
Rutherford,North Carolina,7,67029,28,53.49093493261784
Sampson,North Carolina,1,63531,29,50.69943736597806
Scotland,North Carolina,2,34823,22,27.789685466865848
Stanly,North Carolina,5,62806,23,50.120867973235406
Stokes,North Carolina,0,45591,10,36.382837495904454
Surry,North Carolina,2,71783,39,57.28475409551248
Swain,North Carolina,0,14271,12,11.388639729421431
Transylvania,North Carolina,5,34385,27,27.44014975097442
Tyrrell,North Carolina,0,4016,3,3.2048754224200455
Union,North Carolina,47,239859,152,191.4138978949825
Vance,North Carolina,4,44535,16,35.540121249371694
Wake,North Carolina,195,1111761,908,887.2150160620349
Warren,North Carolina,0,19731,16,15.745865776835139
Washington,North Carolina,2,11580,4,9.24114974891039
Watauga,North Carolina,6,56177,41,44.83074865669594
Wayne,North Carolina,4,123131,58,98.26183158316799
Wilkes,North Carolina,2,68412,28,54.594605925946254
Wilson,North Carolina,15,81801,37,65.27938606309317
Yadkin,North Carolina,3,37667,11,30.059273539914308
Yancey,North Carolina,0,18069,12,14.419545320644373
Adams,North Dakota,0,2216,2,1.7684272749210213
Barnes,North Dakota,2,10415,10,8.311448586779077
Benson,North Dakota,0,6832,5,5.452118746507408
Billings,North Dakota,0,928,0,0.7405688227106081
Bottineau,North Dakota,0,6282,2,5.013204034771595
Bowman,North Dakota,0,3024,2,2.413232887798361
Burke,North Dakota,2,2115,2,1.6878265733113538
Burleigh,North Dakota,32,95626,100,76.31210586263428
Cass,North Dakota,37,181923,180,145.17942018748056
Cavalier,North Dakota,0,3762,3,3.002176628272961
Dickey,North Dakota,0,4872,4,3.8879863192306927
Divide,North Dakota,1,2264,2,1.8067325588543284
Dunn,North Dakota,1,4424,4,3.530470335853158
Eddy,North Dakota,0,2287,2,1.8250871740723715
Emmons,North Dakota,0,3241,3,2.5864046922468544
Foster,North Dakota,1,3210,3,2.5616658630399267
Golden Valley,North Dakota,0,1761,0,1.4053251043032122
Grand Forks,North Dakota,5,69451,91,55.423755717752634
Grant,North Dakota,1,2274,2,1.8147128263404342
Griggs,North Dakota,0,2231,2,1.7803976761501796
Hettinger,North Dakota,0,2499,2,1.9942688447778123
Kidder,North Dakota,0,2480,2,1.9791063365542114
LaMoure,North Dakota,0,4046,3,3.2288162248783627
Logan,North Dakota,0,1850,1,1.4763494849295529
McHenry,North Dakota,1,5745,5,4.5846636707677195
McIntosh,North Dakota,1,2497,2,1.992672791280591
McKenzie,North Dakota,2,15024,12,11.98955387112519
McLean,North Dakota,2,9450,2,7.541352774369878
Mercer,North Dakota,0,8187,6,6.533444990874729
Morton,North Dakota,14,31364,15,25.02931094342189
Mountrail,North Dakota,6,10545,3,8.415192064098452
Nelson,North Dakota,0,2879,2,2.2975190092498283
Oliver,North Dakota,1,1959,0,1.563334400528105
Pembina,North Dakota,0,6801,2,5.42737991730048
Pierce,North Dakota,2,3975,4,3.1721563257270122
Ramsey,North Dakota,3,11519,11,9.192470117245145
Ransom,North Dakota,0,5218,3,4.16410357424995
Renville,North Dakota,0,2327,2,1.8570082440167943
Richland,North Dakota,0,16177,8,12.909678712273177
Rolette,North Dakota,0,14176,7,11.312827188303428
Sargent,North Dakota,0,3898,3,3.110708266083998
Sheridan,North Dakota,0,1315,0,1.0494051744228985
Sioux,North Dakota,1,4230,3,3.3756531466227075
Slope,North Dakota,0,750,0,0.5985200614579268
Stark,North Dakota,16,31489,18,25.12906428699821
Steele,North Dakota,0,1890,0,1.5082705548739757
Stutsman,North Dakota,0,20704,16,16.522345803233222
Towner,North Dakota,0,2189,2,1.7468805527085358
Traill,North Dakota,0,8036,2,6.412942951834533
Walsh,North Dakota,1,10641,5,8.491802631965067
Ward,North Dakota,12,67641,49,53.97932730276751
Wells,North Dakota,0,3834,3,3.059634554172922
Williams,North Dakota,3,37589,18,29.997027453522684
Adams,Ohio,0,27698,12,22.103744883015544
Allen,Ohio,6,102351,68,81.67883574704035
Ashland,Ohio,2,53484,26,42.68166262268768
Ashtabula,Ohio,6,97241,35,77.60091906164035
Athens,Ohio,3,65327,50,52.13269340648265
Auglaize,Ohio,3,45656,18,36.434709234564146
Belmont,Ohio,11,67006,25,53.472580317399796
Brown,Ohio,2,43432,12,34.659897745654234
Butler,Ohio,41,383134,206,305.7511803021618
Carroll,Ohio,5,26914,5,21.47809191210486
Champaign,Ohio,4,38885,8,31.03127011972198
Clark,Ohio,6,134083,61,107.00182053395093
Clermont,Ohio,11,206428,134,164.73506566218256
Clinton,Ohio,4,41968,32,33.49158658568837
Columbiana,Ohio,19,101883,44,81.30535922869062
Coshocton,Ohio,7,36600,13,29.20777899914683
Crawford,Ohio,5,41494,16,33.113321906846956
Cuyahoga,Ohio,589,1235072,986,985.6204924599529
Darke,Ohio,22,51113,27,40.78954120173202
Defiance,Ohio,6,38087,21,30.394444774330747
Delaware,Ohio,47,209177,286,166.928841194113
Erie,Ohio,5,74266,57,59.26625451231253
Fairfield,Ohio,22,157574,95,125.74826688556182
Fayette,Ohio,1,28525,9,22.763713004116482
Franklin,Ohio,391,1316756,1051,1050.8065093934586
Fulton,Ohio,2,42126,16,33.61767481196883
Gallia,Ohio,1,29898,26,23.859403729958796
Geauga,Ohio,25,93649,65,74.73440698063119
Greene,Ohio,8,168937,144,134.81624483002372
Guernsey,Ohio,0,38875,17,31.023289852235873
Hamilton,Ohio,154,817473,897,652.3653202669277
Hancock,Ohio,6,75783,42,60.47686108995476
Hardin,Ohio,0,31365,10,25.0301089701705
Harrison,Ohio,0,15040,3,12.002322299102959
Henry,Ohio,0,27006,10,21.55151037297703
Highland,Ohio,2,43161,14,34.44363249678077
Hocking,Ohio,0,28264,14,22.555428022729124
Holmes,Ohio,1,43960,11,35.08125586892062
Huron,Ohio,4,58266,23,46.49782653454342
Jackson,Ohio,0,32413,13,25.866441002714378
Jefferson,Ohio,11,65325,28,52.13109735298543
Knox,Ohio,4,62322,21,49.73462302690789
Lake,Ohio,48,230149,102,183.66505816597387
Lawrence,Ohio,1,59463,27,47.45306455263027
Licking,Ohio,25,176862,76,141.14060681276248
Logan,Ohio,3,45672,20,36.447477662541914
Lorain,Ohio,85,309833,163,247.25502160225847
Lucas,Ohio,171,428348,396,341.83316171384007
Madison,Ohio,9,44731,15,35.69653449209937
Mahoning,Ohio,177,228683,237,182.49515095251078
Marion,Ohio,9,65093,19,51.94595514730778
Medina,Ohio,59,179746,106,143.44211595575536
Meigs,Ohio,0,22907,2,18.280398730422306
Mercer,Ohio,4,41172,20,32.85635729379435
Miami,Ohio,60,106987,52,85.37848775359896
Monroe,Ohio,0,13654,2,10.89625722552871
Montgomery,Ohio,41,531687,497,424.3004478885077
Morgan,Ohio,0,14508,12,11.577772068842137
Morrow,Ohio,1,35328,6,28.192688974914187
Muskingum,Ohio,2,86215,58,68.80187613146022
Noble,Ohio,0,14424,3,11.510737821958848
Ottawa,Ohio,4,40525,18,32.34003398744331
Paulding,Ohio,0,18672,5,14.900755450056547
Perry,Ohio,2,36134,8,28.835898534294305
Pickaway,Ohio,12,58457,24,46.65024964352804
Pike,Ohio,1,27772,8,22.162798862412725
Portage,Ohio,44,162466,66,129.65221373976473
Preble,Ohio,1,40882,7,32.62492953669729
Putnam,Ohio,0,33861,19,27.02198373470248
Richland,Ohio,8,121154,65,96.68413270116488
Ross,Ohio,2,76666,44,61.18151870897789
Sandusky,Ohio,5,58518,29,46.69892927519329
Scioto,Ohio,0,75314,48,60.1025865448564
Seneca,Ohio,4,55178,23,44.03351993483398
Shelby,Ohio,6,48590,19,38.77611971498755
Stark,Ohio,52,370606,299,295.75350119556856
Summit,Ohio,144,541013,513,431.7428453460498
Trumbull,Ohio,58,197974,92,157.98854752942881
Tuscarawas,Ohio,14,91987,38,73.40808652444042
Union,Ohio,4,58988,28,47.07400184704025
Van Wert,Ohio,2,28275,13,22.56420631696384
Vinton,Ohio,0,13085,2,10.442180005569297
Warren,Ohio,23,234602,196,187.21867127753674
Washington,Ohio,3,59911,47,47.810580536007805
Wayne,Ohio,11,115710,63,92.33967508172896
Williams,Ohio,0,36692,18,29.281197460019
Wood,Ohio,15,130817,88,104.39546517298882
Wyandot,Ohio,2,21772,5,17.37463837074931
Adair,Oklahoma,8,22194,8,17.711405658662972
Alfalfa,Oklahoma,0,5702,2,4.550348520577465
Atoka,Oklahoma,0,13758,2,10.97925200738421
Beaver,Oklahoma,0,5311,4,4.238320061870732
Beckham,Oklahoma,1,21859,16,17.44406669787843
Blaine,Oklahoma,0,9429,3,7.524594212649056
Bryan,Oklahoma,1,47995,19,38.30129379956426
Caddo,Oklahoma,1,28762,5,22.952845343537188
Canadian,Oklahoma,24,148306,55,118.35215497943906
Carter,Oklahoma,1,48111,26,38.39386490240309
Cherokee,Oklahoma,7,48657,26,38.82958750714446
Choctaw,Oklahoma,1,14672,6,11.70864845561427
Cimarron,Oklahoma,0,2137,2,1.7053831617807862
Cleveland,Oklahoma,87,284014,140,226.65076897988217
Coal,Oklahoma,0,5495,4,4.385156983615078
Comanche,Oklahoma,21,120749,97,96.36093186797761
Cotton,Oklahoma,1,5666,5,4.521619557627485
Craig,Oklahoma,2,14142,6,11.285694278850668
Creek,Oklahoma,27,71522,17,57.076469114125125
Custer,Oklahoma,4,29003,16,23.145169789952337
Delaware,Oklahoma,8,43009,20,34.32233243099197
Dewey,Oklahoma,0,4891,2,3.9031488274542934
Ellis,Oklahoma,0,3859,2,3.0795852228881864
Garfield,Oklahoma,4,61056,33,48.724321163166906
Garvin,Oklahoma,7,27711,9,22.11411923074748
Grady,Oklahoma,3,55834,20,44.557025481922516
Grant,Oklahoma,0,4333,3,3.457849901729596
Greer,Oklahoma,2,5712,5,4.558328788063571
Harmon,Oklahoma,0,2653,2,2.1171649640638397
Harper,Oklahoma,0,3688,3,2.9431226488757787
Haskell,Oklahoma,0,12627,4,10.076683754705655
Hughes,Oklahoma,0,13279,4,10.596997194799748
Jackson,Oklahoma,2,24530,13,19.57559614341726
Jefferson,Oklahoma,0,6002,2,4.789756545160635
Johnston,Oklahoma,0,11085,3,8.846126508348158
Kay,Oklahoma,24,43538,18,34.744488581006955
Kingfisher,Oklahoma,0,15765,8,12.580891691845622
Kiowa,Oklahoma,0,8708,3,6.949216926900836
Latimer,Oklahoma,2,10073,2,8.038523438754263
Le Flore,Oklahoma,1,49853,15,39.7840274984827
Lincoln,Oklahoma,5,34877,9,27.83277891129082
Logan,Oklahoma,4,48011,38,38.31406222754203
Love,Oklahoma,1,10253,3,8.182168253504166
McClain,Oklahoma,9,40474,18,32.29933462326417
McCurtain,Oklahoma,0,32832,15,26.200814210382205
McIntosh,Oklahoma,0,19596,6,15.638132165772712
Major,Oklahoma,0,7629,3,6.088146065150032
Marshall,Oklahoma,0,16931,5,13.511390880725546
Mayes,Oklahoma,5,41100,15,32.79889936789439
Murray,Oklahoma,0,14073,5,11.23063043319654
Muskogee,Oklahoma,13,67997,34,54.26342482527287
Noble,Oklahoma,5,11131,4,8.882835738784244
Nowata,Oklahoma,5,10076,2,8.040917519000095
Okfuskee,Oklahoma,0,11993,10,9.570734796086555
Oklahoma,Oklahoma,192,797434,672,636.3736622515206
Okmulgee,Oklahoma,4,38465,14,30.696098885305542
Osage,Oklahoma,19,46963,9,37.47773019499816
Ottawa,Oklahoma,7,31127,16,24.840178604001185
Pawnee,Oklahoma,15,16376,4,13.06848603524668
Payne,Oklahoma,16,81784,41,65.26581960836678
Pittsburg,Oklahoma,2,43654,21,34.83705968384579
Pontotoc,Oklahoma,5,38284,25,30.55165604380703
Pottawatomie,Oklahoma,6,72592,30,57.930357735138436
Pushmataha,Oklahoma,0,11096,2,8.854904802582874
Roger Mills,Oklahoma,0,3583,2,2.8593298402716694
Rogers,Oklahoma,4,92459,34,73.78475514978462
Seminole,Oklahoma,1,24258,10,19.358532867795187
Sequoyah,Oklahoma,2,41569,12,33.173173912992745
Stephens,Oklahoma,6,43143,24,34.42926801530578
Texas,Oklahoma,1,19983,10,15.946968517485002
Tillman,Oklahoma,0,7250,2,5.785693927426626
Tulsa,Oklahoma,115,651552,710,519.9559241107136
Wagoner,Oklahoma,15,81289,26,64.87079636780456
Washington,Oklahoma,23,51527,23,41.11992427565679
Washita,Oklahoma,0,10916,3,8.711259987832973
Woods,Oklahoma,0,8793,5,7.0170492005327345
Woodward,Oklahoma,0,20211,10,16.128918616168214
Baker,Oregon,0,16124,14,12.867383294596817
Benton,Oregon,13,93053,104,74.25878303845928
Clackamas,Oregon,56,418187,370,333.72441192120806
Clatsop,Oregon,3,40224,26,32.09982793611153
Columbia,Oregon,1,52354,17,41.77989239675774
Coos,Oregon,0,64487,52,51.462350937649774
Crook,Oregon,0,24404,6,19.47504477309233
Curry,Oregon,0,22925,15,18.294763211897298
Deschutes,Oregon,27,197692,199,157.76350398632064
Douglas,Oregon,10,110980,66,88.56500856080096
Gilliam,Oregon,0,1912,0,1.525827143343408
Grant,Oregon,1,7199,7,5.744994563247487
Harney,Oregon,0,7393,5,5.899811752477937
Hood River,Oregon,3,23382,49,18.65946143601233
Jackson,Oregon,22,220944,200,176.3192219450136
Jefferson,Oregon,0,24658,10,19.677743567239414
Josephine,Oregon,10,87487,68,69.81696615569287
Klamath,Oregon,5,68238,64,54.45574927168801
Lake,Oregon,0,7869,5,6.279672484816569
Lane,Oregon,18,382067,328,304.8996857613943
Lincoln,Oregon,3,49962,26,39.87101241408126
Linn,Oregon,37,129749,82,103.54317260547273
